,title,key,key_confidence,mode,mode_confidence,segments_pitches
5924,b'Innsmouth Jewelry',8.0,0.439,1.0,0.48,"[[0.349 0.666 0.712 ... 0.513 0.775 0.803]
 [0.046 0.041 0.068 ... 0.116 0.11  0.082]
 [0.043 0.057 0.067 ... 0.284 0.16  0.053]
 ...
 [0.089 0.023 0.099 ... 0.098 0.166 0.046]
 [0.385 0.041 0.156 ... 0.295 0.556 0.134]
 [0.204 0.037 0.087 ... 0.104 0.139 0.13 ]]"
5925,b'LFO [Original by LFO]',8.0,0.0,1.0,0.085,"[[0.543 1.    0.765 ... 0.683 0.654 0.608]
 [0.211 0.246 0.98  ... 1.    0.495 0.145]
 [0.074 0.09  0.731 ... 1.    0.536 0.039]
 ...
 [0.062 0.015 0.022 ... 0.024 0.002 0.006]
 [0.742 1.    0.113 ... 0.484 0.064 0.194]
 [0.067 0.375 1.    ... 0.093 0.027 0.009]]"
5926,b'La Pierrade',0.0,0.625,1.0,0.584,"[[0.625 0.499 0.53  ... 0.552 0.344 0.377]
 [0.193 0.282 0.211 ... 0.129 0.111 0.095]
 [0.617 1.    0.288 ... 0.18  0.142 0.235]
 ...
 [1.    0.016 0.073 ... 0.014 0.013 0.017]
 [1.    0.017 0.044 ... 0.026 0.019 0.033]
 [1.    0.15  0.116 ... 0.259 0.28  0.371]]"
5927,b'People with honour',1.0,0.0,1.0,0.0,"[[0.859 1.    0.202 ... 0.178 0.211 0.811]
 [1.    0.746 0.398 ... 0.272 0.531 0.407]
 [0.3   0.166 0.04  ... 0.364 0.29  0.021]
 ...
 [0.324 0.51  0.347 ... 0.482 0.344 0.399]
 [0.107 0.404 0.12  ... 0.357 0.079 0.054]
 [0.254 0.562 0.163 ... 0.285 0.18  0.18 ]]"
5928,b'Did You See Jackie Robinson Hit That Ball?',0.0,0.012,0.0,0.031,"[[1.    0.778 0.275 ... 0.513 0.395 0.345]
 [0.413 0.258 0.136 ... 0.749 0.588 0.38 ]
 [0.328 0.212 0.175 ... 0.276 0.156 0.176]
 ...
 [0.811 0.325 0.28  ... 0.502 0.358 0.312]
 [0.841 0.355 0.405 ... 0.559 0.705 0.336]
 [0.89  0.587 0.28  ... 0.7   1.    0.731]]"
5929,b'Twilight',7.0,1.0,0.0,1.0,"[[0.771 0.713 1.    ... 0.746 0.593 0.564]
 [1.    0.929 0.599 ... 0.711 0.628 0.232]
 [0.086 0.052 0.036 ... 0.72  1.    0.12 ]
 ...
 [0.994 1.    0.855 ... 0.718 0.854 0.805]
 [0.66  0.709 0.905 ... 1.    0.859 0.609]
 [0.979 1.    0.865 ... 0.907 0.861 0.969]]"
5930,b'Mei Zi',11.0,0.051,0.0,0.301,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.01  0.01  0.007 ... 0.993 0.06  0.01 ]
 [0.015 0.028 0.016 ... 1.    0.031 0.011]
 ...
 [0.004 0.056 0.016 ... 0.027 0.003 0.013]
 [0.005 0.018 0.007 ... 0.074 0.003 0.009]
 [0.001 0.009 0.004 ... 0.026 0.001 0.001]]"
5931,b'Mothers Rastas',4.0,0.44299999999999995,1.0,0.40399999999999997,"[[0.124 0.101 0.234 ... 0.117 0.12  0.14 ]
 [0.374 0.354 0.539 ... 0.218 0.338 0.303]
 [1.    0.95  0.105 ... 0.136 0.172 0.408]
 ...
 [1.    0.533 0.301 ... 0.355 0.169 0.426]
 [0.232 0.125 0.209 ... 0.331 0.26  0.111]
 [0.225 0.282 0.45  ... 0.267 0.144 0.279]]"
5932,b'Far Away (Album Version)',1.0,0.272,1.0,0.45799999999999996,"[[0.863 0.472 0.299 ... 0.567 0.266 0.217]
 [0.216 1.    0.413 ... 0.247 0.082 0.161]
 [0.336 0.029 0.019 ... 0.286 0.129 0.052]
 ...
 [1.    0.706 0.852 ... 0.805 0.541 0.484]
 [0.048 1.    0.083 ... 0.014 0.065 0.027]
 [0.16  1.    0.131 ... 0.085 0.137 0.114]]"
5933,b'Du Er Venta I Himlen',7.0,0.627,0.0,0.649,"[[0.95  1.    0.991 ... 0.728 0.728 0.7  ]
 [0.016 0.02  1.    ... 0.021 0.009 0.152]
 [0.014 0.027 0.456 ... 0.019 0.008 0.095]
 ...
 [0.083 0.083 0.652 ... 0.219 0.064 0.022]
 [0.025 0.012 0.217 ... 0.046 0.057 0.036]
 [0.004 0.005 0.256 ... 0.019 0.06  0.027]]"
5934,b'Change',4.0,0.292,0.0,0.162,"[[1.    0.815 0.543 ... 0.166 0.226 0.551]
 [1.    0.705 0.379 ... 0.486 0.36  0.363]
 [0.856 0.997 0.846 ... 0.963 0.541 0.6  ]
 ...
 [0.68  0.689 0.613 ... 0.999 0.89  1.   ]
 [0.081 0.381 1.    ... 0.188 0.058 0.068]
 [0.261 0.228 0.293 ... 1.    0.326 0.234]]"
5935,b'Medley',2.0,0.627,1.0,0.713,"[[0.945 1.    0.511 ... 0.365 0.364 0.48 ]
 [0.326 0.821 1.    ... 0.584 0.284 0.204]
 [0.105 0.282 1.    ... 0.767 0.08  0.099]
 ...
 [0.224 0.077 0.574 ... 0.094 0.026 1.   ]
 [0.195 0.056 0.756 ... 0.131 0.04  1.   ]
 [0.083 0.128 0.498 ... 0.161 0.081 0.123]]"
5936,b'Hell On Earth (Front Lines)',9.0,0.493,0.0,0.431,"[[1.    0.878 0.797 ... 0.34  0.368 0.391]
 [1.    0.318 0.041 ... 0.073 0.034 0.291]
 [0.285 0.116 0.041 ... 0.017 0.012 0.457]
 ...
 [0.085 0.071 0.065 ... 0.052 0.078 0.111]
 [0.047 0.019 0.025 ... 0.023 0.012 0.066]
 [0.088 0.116 0.173 ... 0.122 0.075 0.113]]"
5937,b'Here Comes The Hotstepper',7.0,0.135,1.0,0.48,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.161 0.271 0.342 ... 0.115 0.338 0.473]
 [0.741 0.133 0.071 ... 0.55  0.168 0.236]
 ...
 [0.814 1.    0.286 ... 0.607 0.766 0.879]
 [0.572 0.622 0.186 ... 0.286 0.439 1.   ]
 [0.351 0.4   0.204 ... 0.441 0.712 1.   ]]"
5938,"b""Can't Break a Dead Girl's Heart""",2.0,0.648,1.0,0.405,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.014 0.05  1.    ... 0.091 0.01  0.011]
 [0.007 0.125 1.    ... 0.102 0.008 0.005]
 ...
 [0.059 0.105 0.823 ... 1.    0.092 0.126]
 [0.09  0.673 0.991 ... 1.    0.196 0.038]
 [0.006 0.039 1.    ... 0.566 0.002 0.005]]"
5939,b'Fighters (feat. Matthew Santos) (Amended Album Version)',2.0,0.303,1.0,0.5429999999999999,"[[0.85  0.36  0.172 ... 0.758 1.    0.152]
 [0.429 1.    0.673 ... 0.022 0.033 0.098]
 [0.806 0.939 0.603 ... 1.    0.512 0.706]
 ...
 [1.    0.593 0.053 ... 0.042 0.077 0.3  ]
 [0.705 0.34  0.454 ... 0.485 0.363 0.263]
 [0.535 0.681 0.36  ... 0.164 0.257 0.219]]"
5940,b'In The Valley Of The Moon',3.0,0.45299999999999996,1.0,0.612,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.057 0.035 0.103 ... 0.095 1.    0.141]
 [1.    0.201 0.05  ... 0.029 0.074 0.042]
 ...
 [1.    0.049 0.047 ... 0.04  0.041 0.066]
 [1.    0.263 0.02  ... 0.009 0.012 0.115]
 [1.    0.04  0.002 ... 0.009 0.011 0.013]]"
5941,b'Baby Is Blue',0.0,0.805,1.0,0.7390000000000001,"[[0.868 0.728 0.735 ... 0.729 0.624 1.   ]
 [0.069 0.38  0.632 ... 0.066 0.06  0.069]
 [0.824 0.759 0.653 ... 0.766 0.761 0.537]
 ...
 [0.701 0.04  0.123 ... 0.551 0.054 0.067]
 [1.    0.136 0.095 ... 0.07  0.055 0.334]
 [1.    0.007 0.018 ... 0.005 0.009 0.012]]"
5942,b'18 Carat Garbage',11.0,0.782,1.0,0.594,"[[0.467 0.535 0.666 ... 0.143 0.225 0.44 ]
 [0.086 0.181 0.316 ... 0.224 0.127 0.105]
 [0.292 0.416 0.649 ... 0.202 0.172 0.408]
 ...
 [0.133 0.124 0.108 ... 0.285 0.129 0.108]
 [0.573 0.503 0.828 ... 0.317 0.243 0.478]
 [0.909 0.616 0.844 ... 0.701 0.897 1.   ]]"
5943,"b""He'll Have To Go""",4.0,0.9329999999999999,1.0,0.763,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.052 0.243 0.198 ... 0.055 0.047 0.081]
 [0.127 0.052 0.037 ... 0.068 0.069 0.268]
 ...
 [0.019 0.013 0.004 ... 0.012 0.019 0.246]
 [0.016 0.013 0.014 ... 0.018 0.092 0.654]
 [0.029 0.022 0.027 ... 0.021 0.086 0.612]]"
5944,b'Gitana',9.0,0.598,1.0,0.603,"[[0.958 1.    0.986 ... 0.61  0.63  0.605]
 [0.085 0.034 0.064 ... 0.076 0.127 0.292]
 [0.443 0.142 0.088 ... 0.168 0.153 1.   ]
 ...
 [0.02  0.013 0.036 ... 0.433 1.    0.274]
 [0.267 0.093 0.09  ... 0.977 1.    0.316]
 [0.163 0.17  0.054 ... 1.    0.395 0.165]]"
5945,b'What Should Be Done',5.0,0.774,1.0,0.72,"[[1.    0.93  0.584 ... 0.67  0.71  0.354]
 [1.    0.019 0.046 ... 0.035 0.293 0.101]
 [0.671 0.091 0.089 ... 0.046 0.227 0.333]
 ...
 [1.    0.452 0.301 ... 0.066 0.086 0.659]
 [1.    0.073 0.037 ... 0.04  0.093 0.195]
 [1.    0.023 0.06  ... 0.045 0.138 0.081]]"
5946,b'Military Man',1.0,0.353,1.0,0.385,"[[1.    0.931 0.418 ... 0.755 0.397 0.323]
 [0.327 0.632 1.    ... 0.287 0.077 0.103]
 [0.119 0.426 0.957 ... 0.795 0.445 0.063]
 ...
 [0.669 0.716 0.761 ... 0.683 1.    0.82 ]
 [0.637 0.731 0.855 ... 0.777 0.795 0.626]
 [0.5   0.973 0.801 ... 0.65  0.39  0.472]]"
5947,b'Voodoo Punnany (Album Version)',4.0,0.0,0.0,0.11900000000000001,"[[1.    0.626 0.168 ... 0.089 0.131 0.167]
 [0.738 0.705 1.    ... 0.247 0.182 0.534]
 [0.679 1.    0.121 ... 0.229 0.314 0.387]
 ...
 [0.35  0.424 0.258 ... 0.123 0.263 1.   ]
 [0.077 0.377 1.    ... 0.527 0.11  0.141]
 [0.342 0.098 0.075 ... 0.05  0.086 1.   ]]"
5948,b'Breaking Down The Walls Of Heartache',1.0,0.573,0.0,0.5920000000000001,"[[0.019 0.491 1.    ... 0.18  0.075 0.011]
 [0.731 0.792 0.594 ... 0.858 0.424 0.526]
 [0.995 0.929 0.895 ... 0.741 0.981 0.721]
 ...
 [0.596 0.678 0.986 ... 0.692 0.763 0.928]
 [0.876 0.883 0.68  ... 0.61  0.519 0.817]
 [0.35  0.438 0.383 ... 0.305 0.307 0.33 ]]"
5949,b'Tall Cool One',2.0,0.693,0.0,0.466,"[[0.703 0.527 0.515 ... 0.388 0.439 0.943]
 [0.491 0.712 0.716 ... 0.655 1.    0.56 ]
 [0.076 0.178 0.519 ... 0.129 0.103 0.139]
 ...
 [0.186 0.878 1.    ... 0.1   0.335 0.419]
 [0.06  0.483 1.    ... 0.067 0.103 0.279]
 [0.958 0.533 0.785 ... 0.931 1.    0.933]]"
5950,b'Give The People',7.0,0.769,1.0,0.627,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.04  0.05  0.117 ... 0.046 0.079 0.083]
 [0.902 1.    0.841 ... 0.079 0.179 0.784]
 ...
 [0.292 0.419 0.493 ... 0.33  1.    0.778]
 [0.58  0.473 0.651 ... 0.626 0.754 0.924]
 [0.422 0.418 0.533 ... 0.738 1.    0.813]]"
5951,b'Call On Me',2.0,0.539,0.0,0.498,"[[0.997 0.363 0.251 ... 0.14  0.207 1.   ]
 [0.017 0.016 0.136 ... 0.017 0.033 0.028]
 [0.02  0.015 0.128 ... 0.058 0.81  0.041]
 ...
 [0.668 0.484 0.734 ... 0.343 0.588 0.944]
 [0.265 0.133 0.262 ... 0.228 0.427 0.735]
 [0.441 0.234 0.504 ... 0.293 0.986 0.767]]"
5952,b'Planxty Morgan Magan/ The Morning Dew',7.0,0.7,1.0,0.657,"[[1.    0.74  0.677 ... 0.377 0.365 0.486]
 [0.711 0.885 1.    ... 0.437 0.077 0.081]
 [0.019 0.034 1.    ... 0.107 0.015 0.014]
 ...
 [0.069 0.102 0.109 ... 0.033 0.027 0.259]
 [0.047 0.065 0.125 ... 0.036 0.04  0.137]
 [0.024 0.024 0.035 ... 0.013 0.021 0.088]]"
5953,"b""Lovin' Cup ( Remastered '97 Version )""",5.0,0.503,0.0,0.256,"[[1.    0.998 0.804 ... 0.437 0.423 0.562]
 [0.354 0.248 0.235 ... 1.    0.626 0.123]
 [0.902 1.    0.572 ... 0.15  0.181 0.407]
 ...
 [0.075 0.055 0.069 ... 0.148 0.373 0.388]
 [0.33  0.112 0.145 ... 0.22  0.287 0.953]
 [0.234 0.141 0.14  ... 0.227 0.649 0.274]]"
5954,b'Mamma pettenami',11.0,0.461,0.0,0.474,"[[0.526 0.579 0.546 ... 0.822 0.757 0.532]
 [0.383 0.395 0.479 ... 1.    0.88  0.42 ]
 [0.443 0.764 0.315 ... 1.    0.456 0.256]
 ...
 [0.394 0.377 0.093 ... 0.227 0.055 0.114]
 [0.469 0.416 0.036 ... 0.346 0.056 0.094]
 [0.467 0.612 0.051 ... 0.756 0.068 0.117]]"
5955,"b""You Gotta Be Movin'""",8.0,0.49,1.0,0.525,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [1.    0.563 0.423 ... 0.017 0.14  0.008]
 [1.    0.426 0.339 ... 0.008 0.106 0.01 ]
 ...
 [0.208 0.185 0.139 ... 1.    0.612 0.16 ]
 [0.458 0.217 0.248 ... 0.918 0.656 0.382]
 [0.31  0.155 0.149 ... 0.934 0.854 0.316]]"
5956,"b""Here's to the Lonely""",9.0,0.61,1.0,0.6759999999999999,"[[0.108 1.    0.153 ... 0.06  0.018 0.051]
 [0.059 0.045 0.033 ... 0.013 0.021 0.448]
 [0.066 0.276 0.046 ... 0.012 0.037 0.047]
 ...
 [0.22  0.338 0.188 ... 0.579 0.201 0.259]
 [0.147 0.277 0.128 ... 1.    0.276 0.194]
 [0.215 0.091 0.034 ... 0.074 0.053 0.564]]"
5957,b'Some Enchanted Evening',5.0,0.7859999999999999,1.0,0.769,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.548 0.336 0.535 ... 0.392 1.    0.269]
 [0.14  0.094 0.286 ... 0.658 1.    0.084]
 ...
 [0.105 0.051 0.062 ... 0.115 0.057 0.074]
 [1.    0.751 0.226 ... 0.499 0.309 0.445]
 [0.71  0.176 0.216 ... 0.46  0.368 0.461]]"
5958,b'No City - Instrumental',0.0,0.039,0.0,0.526,"[[0.492 0.673 0.626 ... 0.665 1.    0.817]
 [0.129 0.176 1.    ... 0.843 0.191 0.065]
 [0.061 0.068 0.435 ... 0.195 0.295 0.036]
 ...
 [0.002 0.002 0.008 ... 0.707 1.    0.002]
 [0.002 0.007 0.01  ... 0.356 1.    0.002]
 [0.098 0.111 0.114 ... 0.521 1.    0.279]]"
5959,b'Everytime It Rains',5.0,0.504,1.0,0.35600000000000004,"[[0.024 0.013 0.011 ... 1.    0.07  0.025]
 [1.    0.009 0.003 ... 0.796 0.005 0.009]
 [1.    0.011 0.007 ... 0.46  0.01  0.014]
 ...
 [0.242 0.082 0.03  ... 0.16  0.02  0.033]
 [0.124 0.008 0.01  ... 0.06  0.008 0.006]
 [0.1   0.029 0.023 ... 0.026 0.017 0.015]]"
5960,b'From The Pain',3.0,0.68,1.0,0.588,"[[0.175 1.    0.181 ... 0.021 0.028 0.022]
 [0.017 0.073 1.    ... 0.026 0.035 0.031]
 [0.014 0.282 1.    ... 0.03  0.022 0.018]
 ...
 [0.42  0.455 0.427 ... 0.561 0.517 0.921]
 [0.382 0.35  0.414 ... 0.807 0.714 1.   ]
 [1.    0.806 0.709 ... 0.717 0.925 0.901]]"
5961,b'Watcha Gon Do?  (Explicit LP Version)',1.0,0.35100000000000003,0.0,0.111,"[[0.534 0.528 0.433 ... 0.886 0.972 0.887]
 [0.583 1.    0.449 ... 0.458 0.606 0.986]
 [0.528 0.446 0.706 ... 0.72  0.613 0.372]
 ...
 [0.02  0.016 0.019 ... 0.011 0.005 0.014]
 [0.086 0.132 0.139 ... 0.116 0.115 0.134]
 [0.098 0.085 0.163 ... 0.139 0.13  0.145]]"
5962,b'The Burden (Album Version)',7.0,0.485,1.0,0.588,"[[0.47  0.57  0.496 ... 1.    0.849 0.395]
 [1.    0.715 0.282 ... 0.205 0.172 0.666]
 [0.788 0.406 0.228 ... 0.595 0.853 1.   ]
 ...
 [0.592 0.571 1.    ... 0.476 0.359 0.544]
 [1.    0.596 0.561 ... 0.71  0.431 0.677]
 [0.204 0.454 1.    ... 0.467 0.209 0.156]]"
5963,b'Retrato Em Branco E Preto',6.0,0.18600000000000003,0.0,0.41600000000000004,"[[0.759 0.716 1.    ... 0.254 0.64  0.609]
 [0.104 0.031 0.122 ... 0.109 0.058 1.   ]
 [0.054 0.022 0.22  ... 0.119 0.037 1.   ]
 ...
 [0.039 0.237 0.051 ... 0.273 0.086 0.235]
 [0.046 0.152 0.087 ... 0.1   0.045 0.178]
 [0.092 0.266 0.122 ... 0.135 0.077 0.213]]"
5964,"b""Don't Give Up""",11.0,0.34,1.0,0.551,"[[0.402 0.11  0.079 ... 0.034 0.036 0.319]
 [0.245 0.858 0.14  ... 0.929 0.233 0.27 ]
 [0.863 0.93  0.708 ... 0.487 0.248 0.722]
 ...
 [0.635 0.209 0.068 ... 0.117 0.115 1.   ]
 [0.712 1.    0.278 ... 0.089 0.113 0.685]
 [0.899 1.    0.061 ... 0.281 0.564 0.041]]"
5965,b'Ex Nihilo',8.0,0.326,1.0,0.45799999999999996,"[[1.    0.82  0.652 ... 0.644 0.5   0.148]
 [0.833 0.578 0.393 ... 0.791 0.816 0.316]
 [1.    0.213 0.129 ... 0.177 0.181 0.256]
 ...
 [1.    0.62  0.445 ... 0.064 0.188 0.386]
 [0.654 1.    0.47  ... 0.353 0.123 0.08 ]
 [1.    0.108 0.065 ... 0.037 0.062 0.065]]"
5966,b'Tell Him',6.0,0.258,1.0,0.435,"[[0.709 1.    0.587 ... 0.565 0.651 0.599]
 [0.074 0.024 0.018 ... 0.025 0.113 1.   ]
 [0.04  0.066 0.032 ... 0.013 0.013 0.061]
 ...
 [0.19  0.365 0.21  ... 1.    0.227 0.214]
 [0.327 0.463 0.299 ... 0.868 0.215 0.296]
 [0.216 0.272 0.369 ... 0.459 0.267 0.339]]"
5967,b'Celebration (The Plan Album Version)',1.0,0.145,1.0,0.27899999999999997,"[[0.947 0.967 0.741 ... 0.497 0.33  0.675]
 [0.103 0.085 0.668 ... 0.429 0.181 0.104]
 [1.    0.128 0.115 ... 0.075 0.112 0.272]
 ...
 [0.315 0.331 0.367 ... 0.824 0.659 0.474]
 [0.333 0.314 0.353 ... 0.941 0.75  0.539]
 [0.353 0.254 0.308 ... 1.    0.935 0.652]]"
5968,b'Dhol Ton Bina',2.0,0.721,1.0,0.505,"[[0.161 0.236 0.285 ... 0.104 0.096 0.092]
 [0.48  0.691 0.273 ... 0.477 0.435 0.339]
 [0.565 1.    0.751 ... 0.421 0.32  0.368]
 ...
 [0.118 0.183 0.347 ... 0.282 0.278 0.15 ]
 [0.1   0.103 0.914 ... 0.212 0.111 0.098]
 [0.2   0.168 0.172 ... 0.092 0.106 0.087]]"
5969,b'Away From The Sky',0.0,0.7170000000000001,1.0,0.716,"[[1.    0.813 0.482 ... 0.749 0.714 0.101]
 [0.197 0.428 1.    ... 0.203 0.026 0.04 ]
 [0.036 0.09  0.629 ... 0.435 0.014 0.014]
 ...
 [0.05  0.018 0.395 ... 0.159 0.022 1.   ]
 [0.049 0.011 0.026 ... 0.011 0.008 0.019]
 [0.279 0.017 1.    ... 0.048 0.021 0.027]]"
5970,b'Voy A Olvidarme',7.0,0.607,1.0,0.62,"[[0.095 0.084 0.126 ... 1.    0.741 0.645]
 [0.381 0.199 0.047 ... 0.066 0.249 1.   ]
 [0.642 1.    0.777 ... 0.059 0.08  0.569]
 ...
 [0.047 0.21  0.267 ... 0.746 0.282 0.159]
 [0.006 0.011 0.086 ... 0.071 0.008 0.14 ]
 [0.009 0.018 0.13  ... 0.082 0.019 0.172]]"
5971,"b""Don't Wait For Me""",7.0,0.131,1.0,0.48700000000000004,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.529 0.634 0.954 ... 0.659 0.541 0.518]
 [0.555 0.541 0.957 ... 0.562 0.491 0.517]
 ...
 [0.259 1.    0.065 ... 0.045 0.08  0.025]
 [0.145 0.312 1.    ... 0.162 0.153 0.106]
 [0.323 0.305 1.    ... 0.452 0.371 0.733]]"
5972,b'Ripped Pants',9.0,0.6729999999999999,0.0,0.542,"[[1.    0.725 0.767 ... 0.73  0.75  0.774]
 [1.    0.768 0.276 ... 0.364 0.574 0.315]
 [1.    0.495 0.284 ... 0.147 0.265 0.602]
 ...
 [1.    0.703 0.165 ... 0.114 0.24  0.574]
 [0.657 0.367 0.41  ... 0.22  0.295 0.374]
 [1.    0.028 0.092 ... 0.012 0.02  0.028]]"
5973,"b""Mamma's Kitchen""",7.0,0.5,1.0,0.6890000000000001,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.86  0.37  0.045 ... 0.068 0.157 1.   ]
 [0.092 0.19  0.52  ... 0.917 0.329 0.599]
 ...
 [0.296 0.397 0.177 ... 0.127 0.03  0.15 ]
 [0.304 0.608 0.303 ... 0.178 0.046 0.203]
 [0.157 0.279 0.427 ... 0.373 0.207 0.147]]"
5974,b'Your Prophetic Throne Of Ivory',3.0,0.622,1.0,0.555,"[[0.22  0.806 1.    ... 0.12  0.058 0.087]
 [0.127 0.802 1.    ... 0.107 0.04  0.066]
 [0.07  0.627 1.    ... 0.088 0.024 0.042]
 ...
 [0.171 0.905 0.271 ... 0.273 0.052 0.047]
 [0.123 0.924 0.135 ... 0.21  0.087 0.049]
 [0.209 0.298 0.193 ... 0.261 0.464 0.224]]"
5975,b'Wave',9.0,0.001,1.0,0.20800000000000002,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.795 0.868 0.881 ... 0.597 1.    0.806]
 [0.775 0.937 0.811 ... 0.68  0.974 0.797]
 ...
 [0.053 0.076 0.071 ... 0.039 0.067 0.072]
 [0.258 0.275 0.285 ... 0.239 0.262 0.266]
 [0.679 0.877 0.967 ... 0.619 0.766 0.926]]"
5976,b'Introitus: Requiem: Agnus Dei',0.0,0.439,1.0,0.602,"[[0.456 1.    0.324 ... 0.033 0.032 0.035]
 [0.154 0.874 0.876 ... 0.464 0.03  0.063]
 [0.114 0.43  0.513 ... 1.    0.018 0.042]
 ...
 [0.242 0.047 0.023 ... 0.089 0.044 0.159]
 [0.294 0.048 0.047 ... 0.076 0.054 0.12 ]
 [0.386 0.05  0.038 ... 0.068 0.022 0.181]]"
5977,b'We Are One',1.0,0.0,0.0,0.304,"[[0.924 0.825 0.844 ... 0.861 0.902 1.   ]
 [0.269 0.167 0.263 ... 0.144 0.24  0.781]
 [0.184 0.023 0.113 ... 0.118 0.123 0.69 ]
 ...
 [0.583 1.    0.108 ... 0.011 0.115 0.099]
 [0.754 0.311 0.09  ... 0.039 0.027 1.   ]
 [0.903 0.514 0.382 ... 0.611 0.714 1.   ]]"
5978,b'It Hurts Me To My Heart',5.0,0.7040000000000001,1.0,0.573,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [1.    0.041 0.043 ... 0.048 0.289 0.085]
 [1.    0.063 0.052 ... 0.091 0.559 0.207]
 ...
 [1.    0.306 0.219 ... 0.443 0.111 0.164]
 [0.311 0.31  0.27  ... 0.375 0.256 0.149]
 [0.259 0.879 0.427 ... 0.389 0.693 0.423]]"
5979,b'Quiet Time',7.0,0.55,0.0,0.6409999999999999,"[[0.156 0.124 0.091 ... 0.533 1.    0.697]
 [0.115 0.027 0.028 ... 0.396 1.    0.163]
 [0.145 0.107 0.045 ... 1.    0.92  0.14 ]
 ...
 [0.074 0.294 0.122 ... 0.099 1.    0.225]
 [1.    0.549 0.27  ... 0.072 0.073 0.111]
 [0.765 0.554 0.503 ... 0.57  1.    0.692]]"
5980,b'Guys Do It All The Time',0.0,0.153,1.0,0.506,"[[1.    0.698 0.684 ... 0.624 0.614 0.916]
 [0.259 0.446 0.679 ... 1.    0.21  0.178]
 [0.451 1.    0.624 ... 0.034 0.021 0.126]
 ...
 [1.    0.182 0.087 ... 0.13  0.132 0.319]
 [0.464 0.255 0.188 ... 0.334 0.226 0.06 ]
 [0.392 0.248 0.248 ... 0.249 0.292 0.21 ]]"
5981,b'Excuse me',2.0,0.591,1.0,0.59,"[[0.68  0.675 0.781 ... 0.565 0.543 0.57 ]
 [0.946 1.    0.75  ... 0.683 0.467 0.739]
 [0.41  0.376 0.37  ... 0.631 0.345 0.624]
 ...
 [0.794 0.633 0.805 ... 0.563 0.535 0.55 ]
 [0.278 0.436 0.667 ... 0.663 0.331 0.345]
 [0.264 0.599 1.    ... 0.193 0.209 0.195]]"
5982,b'Inhume',6.0,0.341,0.0,0.41600000000000004,"[[0.457 0.317 0.394 ... 0.345 0.392 0.608]
 [0.358 0.677 0.667 ... 1.    0.581 0.574]
 [0.642 1.    0.918 ... 0.414 0.448 0.541]
 ...
 [0.308 0.217 0.181 ... 0.242 0.269 0.246]
 [0.344 0.854 0.913 ... 1.    0.647 0.503]
 [0.478 0.689 0.566 ... 1.    0.839 0.418]]"
5983,b'Co-Pilot (Album Version)',4.0,0.223,1.0,0.272,"[[0.969 1.    0.404 ... 0.24  0.184 0.377]
 [0.177 0.086 0.148 ... 0.094 0.137 0.44 ]
 [0.063 0.04  0.35  ... 0.05  0.036 0.125]
 ...
 [0.069 0.006 0.011 ... 0.005 0.031 1.   ]
 [1.    0.191 0.015 ... 0.15  0.825 0.255]
 [0.446 0.01  0.011 ... 0.005 0.018 1.   ]]"
5984,"b""God's Will""",1.0,0.392,1.0,0.547,"[[0.229 0.187 0.155 ... 0.103 1.    0.995]
 [0.316 1.    0.058 ... 0.122 0.088 0.2  ]
 [0.507 1.    0.078 ... 0.059 0.118 0.194]
 ...
 [0.197 1.    0.05  ... 0.07  0.74  0.103]
 [0.113 0.394 0.026 ... 0.062 1.    0.06 ]
 [0.208 0.726 0.041 ... 0.055 1.    0.056]]"
5985,b'Warten',0.0,0.062,1.0,0.415,"[[0.138 0.112 1.    ... 0.396 0.039 0.102]
 [0.031 0.065 0.459 ... 0.072 0.025 0.436]
 [0.023 0.499 0.079 ... 0.046 0.188 0.085]
 ...
 [0.195 0.03  0.032 ... 0.051 0.025 0.053]
 [0.379 0.589 0.879 ... 0.257 0.386 0.458]
 [1.    0.923 0.868 ... 0.504 0.476 0.439]]"
5986,b'Never Really Knew U',5.0,0.6,0.0,0.51,"[[0.951 0.951 1.    ... 0.403 0.551 0.392]
 [0.1   0.151 0.221 ... 0.625 0.342 0.099]
 [0.638 1.    0.858 ... 0.117 0.078 0.552]
 ...
 [0.434 0.366 0.101 ... 1.    0.48  0.309]
 [0.312 0.273 0.31  ... 0.735 0.401 0.112]
 [0.598 0.313 0.301 ... 1.    0.36  0.286]]"
